user_id,birth_year,country,user_settings,plan
user_205,1982,France,0,Regular
user_206,1988,United Kingdom,0,Regular
user_207,1997,United Kingdom,1,Regular
user_208,1983,France,0,Regular
user_209,1983,Poland,1,Regular
user_210,1984,United Kingdom,0,Regular
user_211,1981,Estonia,0,Regular
user_212,1984,United Kingdom,1,Regular
user_213,1996,United Kingdom,0,Regular
user_214,1978,United Kingdom,1,Regular
user_215,1973,United Kingdom,1,Regular
user_217,1992,United Kingdom,0,Regular
user_218,1988,United Kingdom,0,Regular
user_219,1991,France,0,Regular
user_221,1983,Poland,0,Regular
user_222,1983,United Kingdom,0,Regular
user_223,1985,Lithuania,0,Regular
user_224,1993,United Kingdom,1,Regular
user_225,1983,United Kingdom,1,Premium
user_226,1972,Portugal,0,Regular
user_227,1981,United Kingdom,0,Regular
user_228,1990,Romania,1,Regular
user_229,1986,United Kingdom,0,Regular
user_230,1982,United Kingdom,0,Regular
user_231,1989,France,0,Regular
user_232,1988,Ireland,0,Regular
user_233,1996,United Kingdom,0,Regular
user_235,1976,Lithuania,0,Regular
user_236,1966,United Kingdom,0,Regular
user_237,1984,Poland,1,Regular
user_238,1984,Lithuania,0,Regular
user_239,1996,United Kingdom,0,Regular
user_242,1951,United Kingdom,0,Regular
user_243,1994,United Kingdom,0,Regular
user_244,1997,France,0,Regular
user_245,1994,United Kingdom,0,Regular
user_247,1989,United Kingdom,0,Regular
user_248,1997,United Kingdom,0,Regular
user_249,1979,Ireland,0,Regular
user_250,1992,Romania,0,Regular
user_251,1962,Romania,0,Regular
user_252,1980,France,1,Regular
user_253,1990,United Kingdom,1,Regular
user_254,1984,Poland,0,Regular
user_257,1982,United Kingdom,0,Regular
user_258,1993,Lithuania,0,Regular
user_259,1981,Poland,0,Regular
user_260,1999,France,1,Regular
user_261,1988,Lithuania,0,Regular
user_262,1987,United Kingdom,1,Regular
user_263,1967,United Kingdom,1,Regular
user_264,1998,United Kingdom,0,Regular
user_265,1979,Malta,0,Regular
user_266,1989,France,0,Regular
user_267,1964,United Kingdom,0,Regular
user_268,1975,Estonia,0,Regular
user_269,1979,Lithuania,0,Regular
user_270,1995,United Kingdom,0,Regular
user_271,1969,United Kingdom,0,Regular
user_272,1992,Malta,0,Regular
user_273,1991,United Kingdom,1,Regular
user_274,1984,Poland,1,Regular
user_275,1979,United Kingdom,0,Regular
user_276,1987,United Kingdom,0,Regular
user_277,1967,Estonia,1,Premium
user_279,1950,United Kingdom,0,Regular
user_280,1982,United Kingdom,1,Premium
user_281,1988,United Kingdom,0,Regular
user_283,1984,Estonia,0,Regular
user_284,1974,Denmark,0,Regular
user_285,1984,United Kingdom,0,Regular
user_286,1992,France,1,Regular
user_287,1987,United Kingdom,0,Regular
user_288,1985,United Kingdom,0,Regular
user_289,1977,France,0,Regular
user_290,1999,United Kingdom,0,Regular
user_291,1956,France,0,Regular
user_292,1947,United Kingdom,0,Regular
user_293,1983,Poland,0,Regular
user_294,1986,Portugal,0,Premium
user_295,1982,United Kingdom,0,Regular
user_296,1994,United Kingdom,0,Regular
user_297,1980,France,1,Regular
user_298,1980,United Kingdom,1,Regular
user_299,1977,Poland,0,Regular
user_300,1959,United Kingdom,0,Regular
user_301,1995,United Kingdom,0,Regular
user_302,1989,United Kingdom,0,Regular
user_304,1986,Poland,0,Regular
user_305,1981,France,0,Regular
user_306,1976,United Kingdom,0,Regular
user_307,1979,Lithuania,0,Regular
user_308,1991,United Kingdom,0,Regular
user_310,1990,Estonia,0,Regular
user_311,1990,United Kingdom,0,Regular
user_312,1943,United Kingdom,0,Regular
user_313,1975,United Kingdom,1,Regular
user_314,1982,United Kingdom,1,Regular
user_315,1987,Portugal,1,Regular
user_316,1988,Estonia,0,Regular
user_317,1986,United Kingdom,1,Regular
user_318,1985,United Kingdom,1,Regular
user_319,1980,Ireland,1,Regular
user_321,1982,Ireland,0,Regular
user_322,1991,United Kingdom,1,Regular
user_323,1999,Lithuania,1,Regular
user_324,1972,United Kingdom,0,Regular
user_325,1987,Malta,1,Regular
user_327,1990,United Kingdom,0,Regular
user_328,1983,United Kingdom,0,Regular
user_329,1993,United Kingdom,0,Regular
user_330,1981,Poland,1,Regular
user_331,1985,United Kingdom,0,Regular
user_332,1988,Portugal,0,Regular
user_333,1988,United Kingdom,1,Regular
user_335,1978,United Kingdom,0,Regular
user_336,1967,Romania,1,Regular
user_337,1994,United Kingdom,0,Regular
user_339,1996,Estonia,0,Regular
user_340,1981,France,1,Regular
user_341,1982,Poland,0,Regular
user_342,1992,United Kingdom,0,Regular
user_343,1970,Poland,0,Regular
user_344,1965,Poland,0,Regular
user_346,1989,Lithuania,1,Regular
user_347,1952,United Kingdom,0,Regular
user_348,1972,United Kingdom,0,Regular
user_349,1987,Estonia,0,Regular
user_350,1954,United Kingdom,1,Regular
user_351,1989,Lithuania,0,Regular
user_352,1990,United Kingdom,0,Regular
user_353,1981,United Kingdom,0,Regular
user_354,1978,Poland,0,Premium
user_355,1989,United Kingdom,0,Regular
user_357,1974,United Kingdom,1,Regular
user_358,1987,United Kingdom,0,Regular
user_359,1987,France,0,Regular
user_360,1996,United Kingdom,0,Regular
user_361,1991,United Kingdom,0,Regular
user_362,1990,Malta,0,Regular
user_363,1975,Poland,1,Premium
user_365,1999,France,0,Regular
user_366,1991,Lithuania,0,Regular
user_367,1991,France,0,Regular
user_369,1993,France,0,Regular
user_371,1983,France,0,Regular
user_372,1973,France,1,Regular
user_373,1990,Lithuania,0,Regular
user_374,1984,United Kingdom,1,Regular
user_375,1983,United Kingdom,0,Regular
user_376,1992,France,1,Regular
user_377,1988,Romania,1,Special
user_378,1983,United Kingdom,1,Regular
user_379,1988,United Kingdom,0,Regular
user_380,1963,United Kingdom,0,Regular
user_381,1995,United Kingdom,1,Regular
user_382,1965,United Kingdom,0,Regular
user_384,1993,Estonia,0,Regular
user_385,1990,United Kingdom,0,Regular
user_386,1984,United Kingdom,0,Regular
user_387,1991,Portugal,0,Regular
user_388,1995,France,0,Regular
user_389,1957,Ireland,0,Regular
user_390,1989,United Kingdom,0,Regular
user_391,1987,United Kingdom,0,Premium
user_392,1987,Denmark,0,Regular
user_393,1983,Poland,1,Regular
user_395,1998,Malta,1,Regular
user_396,1986,United Kingdom,0,Regular
user_399,1999,United Kingdom,0,Regular
user_400,1998,United Kingdom,0,Regular
user_401,1992,United Kingdom,1,Regular
user_402,1987,Estonia,0,Regular
user_403,1985,France,1,Regular
user_405,1976,France,1,Regular
user_406,1994,Lithuania,0,Regular
user_407,1993,United Kingdom,0,Regular
user_408,1995,Ireland,1,Regular
user_412,1987,United Kingdom,0,Regular
user_413,1989,Estonia,1,Regular
user_414,1995,United Kingdom,0,Regular
user_415,1994,United Kingdom,0,Regular
user_416,1982,France,0,Regular
user_417,1994,France,0,Regular
user_418,1990,United Kingdom,0,Regular
user_419,1987,United Kingdom,0,Regular
user_420,1971,United Kingdom,0,Regular
user_421,1987,Poland,1,Regular
user_423,1992,Romania,1,Regular
user_425,1964,United Kingdom,0,Regular
user_426,1993,France,0,Regular
user_428,1989,Romania,1,Premium
user_429,1985,United Kingdom,0,Regular
user_431,1970,United Kingdom,0,Regular
user_432,1992,United Kingdom,0,Regular
user_433,1974,United Kingdom,1,Regular
user_434,1991,United Kingdom,0,Regular
user_437,1987,Poland,0,Regular
user_438,1977,United Kingdom,1,Premium
user_439,1987,United Kingdom,1,Regular
user_442,1988,United Kingdom,1,Regular
user_443,1989,Poland,0,Regular
user_444,1979,United Kingdom,1,Premium
user_445,1979,United Kingdom,1,Regular
user_446,1983,United Kingdom,0,Regular
user_448,1988,United Kingdom,1,Premium
user_449,1983,United Kingdom,0,Regular
user_450,1975,France,0,Regular
user_451,1980,United Kingdom,1,Premium
user_452,1987,United Kingdom,0,Regular
user_453,1992,France,1,Regular
user_454,1991,United Kingdom,0,Regular
user_455,1986,Estonia,1,Regular
user_456,1985,Romania,0,Regular
user_457,1995,United Kingdom,0,Regular
user_458,1984,Malta,1,Regular
user_459,1989,United Kingdom,0,Regular
user_460,1984,United Kingdom,0,Regular
user_461,1986,United Kingdom,0,Regular
user_462,1986,France,0,Regular
user_463,1994,United Kingdom,1,Premium
user_464,1974,Portugal,1,Regular
user_465,1998,United Kingdom,0,Regular
user_466,1985,Denmark,1,Regular
user_467,1968,United Kingdom,1,Regular
user_468,1995,United Kingdom,0,Regular
user_470,1962,United Kingdom,0,Special
user_471,1989,Malta,0,Regular
user_472,1980,Estonia,1,Regular
user_473,1988,United Kingdom,0,Regular
user_474,1983,United Kingdom,0,Regular
user_475,1998,United Kingdom,0,Regular
user_476,1977,United Kingdom,1,Regular
user_477,1985,France,0,Regular
user_478,1973,United Kingdom,1,Regular
user_479,1989,France,0,Regular
user_480,1996,United Kingdom,0,Regular
user_481,1983,Poland,0,Regular
user_482,1979,United Kingdom,0,Regular
user_483,1987,United Kingdom,0,Regular
user_484,1983,France,1,Regular
user_485,1992,Lithuania,1,Regular
user_486,1986,Estonia,0,Regular
user_487,1959,United Kingdom,0,Regular
user_488,1984,Denmark,1,Special
user_489,1973,United Kingdom,0,Regular
user_490,1984,Ireland,1,Regular
user_491,1989,United Kingdom,0,Regular
user_492,1993,Lithuania,0,Regular
user_493,1991,Poland,0,Regular
user_494,1988,United Kingdom,0,Regular
user_495,1995,Poland,1,Regular
user_496,1981,Romania,0,Regular
user_498,1986,United Kingdom,1,Premium
user_499,1983,United Kingdom,0,Regular
user_500,1988,United Kingdom,0,Regular
user_501,1997,Poland,0,Regular
user_502,1991,United Kingdom,0,Regular
user_503,1988,Poland,1,Regular
user_504,1992,United Kingdom,0,Regular
user_505,1996,France,0,Regular
user_506,1991,Poland,0,Regular
user_508,1994,United Kingdom,0,Regular
user_511,1993,United Kingdom,0,Regular
user_513,1991,United Kingdom,0,Regular
user_514,1987,United Kingdom,0,Regular
user_516,1973,United Kingdom,1,Premium
user_517,1987,Poland,0,Regular
user_518,1993,Denmark,1,Regular
user_519,1973,United Kingdom,1,Regular
user_520,1978,United Kingdom,0,Regular
user_521,1996,Ireland,0,Regular
user_522,1985,Denmark,0,Regular
user_523,1995,United Kingdom,0,Regular
user_524,1986,United Kingdom,0,Regular
user_525,1954,United Kingdom,0,Regular
user_526,1990,Lithuania,1,Regular
user_527,1957,United Kingdom,0,Regular
user_528,1994,United Kingdom,1,Regular
user_529,1985,United Kingdom,0,Regular
user_530,1980,Ireland,0,Regular
user_531,1989,United Kingdom,1,Regular
user_533,1965,United Kingdom,0,Regular
user_534,1973,Ireland,0,Regular
user_535,1977,United Kingdom,0,Regular
user_536,1981,United Kingdom,0,Regular
user_537,1982,Estonia,0,Special
user_539,1988,United Kingdom,0,Regular
user_540,1993,United Kingdom,0,Regular
user_542,1998,Ireland,0,Regular
user_543,1972,United Kingdom,1,Regular
user_544,1968,United Kingdom,0,Regular
user_546,1983,France,0,Regular
user_547,1985,United Kingdom,0,Regular
user_548,1974,United Kingdom,0,Regular
user_549,1982,France,1,Special
user_550,1994,United Kingdom,1,Premium
user_551,1986,United Kingdom,0,Regular
user_552,1993,Portugal,1,Regular
user_554,1988,United Kingdom,1,Regular
user_555,1977,United Kingdom,1,Regular
user_556,1995,Portugal,0,Regular
user_557,1981,France,1,Special
user_558,1993,United Kingdom,0,Regular
user_559,1986,United Kingdom,0,Regular
user_560,1984,Lithuania,0,Regular
user_562,1984,Poland,0,Regular
user_563,1984,United Kingdom,1,Regular
user_564,1974,United Kingdom,1,Regular
user_565,1994,United Kingdom,0,Regular
user_566,1985,United Kingdom,0,Regular
user_567,1971,United Kingdom,1,Premium
user_568,1993,United Kingdom,0,Regular
user_569,1977,United Kingdom,0,Regular
user_570,1989,United Kingdom,1,Regular
user_571,1989,Portugal,1,Regular
user_572,1989,United Kingdom,0,Regular
user_574,1969,United Kingdom,1,Regular
user_576,1994,France,0,Regular
user_577,1985,France,0,Regular
user_578,1954,Portugal,0,Regular
user_579,1992,Poland,1,Regular
user_580,1998,United Kingdom,1,Regular
user_581,1988,United Kingdom,0,Regular
user_582,1989,United Kingdom,0,Regular
user_583,1975,Poland,0,Regular
user_584,1964,Ireland,0,Regular
user_586,1997,United Kingdom,0,Regular
user_587,1965,Ireland,0,Premium
user_588,1994,France,0,Regular
user_589,1995,United Kingdom,0,Regular
user_590,1992,Poland,0,Regular
user_591,1995,United Kingdom,0,Regular
user_592,1991,Ireland,1,Premium
user_593,1992,United Kingdom,0,Regular
user_594,1990,United Kingdom,0,Regular
user_595,1986,United Kingdom,0,Regular
user_596,1999,France,1,Regular
user_597,1989,France,0,Regular
user_599,1988,Poland,0,Regular
user_600,1983,Lithuania,1,Regular
user_601,1973,Poland,1,Regular
user_602,1984,Ireland,1,Regular
user_603,1977,United Kingdom,1,Regular
user_604,1992,Lithuania,1,Regular
user_606,1971,Romania,0,Regular
user_607,1982,United Kingdom,0,Regular
user_608,1987,Ireland,0,Regular
user_609,1996,Estonia,0,Regular
user_610,1996,United Kingdom,0,Regular
user_612,1986,Portugal,1,Premium
user_613,1971,United Kingdom,1,Regular
user_614,1983,United Kingdom,0,Regular
user_615,1990,United Kingdom,0,Regular
user_616,1990,United Kingdom,0,Regular
user_617,1994,Portugal,0,Regular
user_618,1978,Lithuania,0,Regular
user_619,1991,Lithuania,0,Regular
user_621,1987,United Kingdom,0,Regular
user_622,1984,United Kingdom,0,Regular
user_623,1987,United Kingdom,0,Regular
user_624,1995,Lithuania,0,Regular
user_625,1995,United Kingdom,0,Regular
user_626,1989,Portugal,1,Regular
user_627,1964,Lithuania,0,Regular
user_628,1986,United Kingdom,0,Regular
user_629,1988,Romania,1,Regular
user_632,1954,Estonia,0,Regular
user_633,1999,France,0,Regular
user_634,1963,Malta,1,Regular
user_635,1993,France,1,Regular
user_636,1970,United Kingdom,1,Regular
user_637,1999,United Kingdom,0,Regular
user_638,1972,United Kingdom,0,Regular
user_640,1977,France,1,Regular
user_641,1980,United Kingdom,0,Regular
user_642,1978,United Kingdom,1,Regular
user_644,1980,France,0,Regular
user_646,1994,Ireland,0,Regular
user_647,1990,Lithuania,0,Regular
user_648,1997,United Kingdom,0,Regular
user_651,1992,Lithuania,0,Regular
user_653,1959,United Kingdom,1,Regular
user_654,1976,United Kingdom,0,Regular
user_655,1977,France,1,Regular
user_656,1974,Estonia,0,Regular
user_657,1986,United Kingdom,0,Regular
user_658,1966,United Kingdom,0,Regular
user_659,1993,United Kingdom,0,Regular
user_661,1962,France,0,Regular
user_662,1993,France,1,Regular
user_663,1994,France,0,Regular
user_664,1989,United Kingdom,0,Regular
user_667,1986,United Kingdom,1,Regular
user_668,1984,Romania,1,Regular
user_669,1977,United Kingdom,0,Regular
user_670,1985,United Kingdom,1,Regular
user_671,1987,United Kingdom,0,Regular
user_673,1989,United Kingdom,0,Regular
user_674,1962,United Kingdom,0,Regular
user_675,1996,Estonia,0,Regular
user_677,1980,United Kingdom,1,Regular
user_678,1996,United Kingdom,0,Regular
user_679,1977,United Kingdom,0,Regular
user_680,1991,Poland,1,Regular
user_681,1972,Estonia,0,Regular
user_682,1989,United Kingdom,0,Regular
user_683,1988,Romania,0,Regular
user_685,1993,United Kingdom,0,Regular
user_686,1987,United Kingdom,1,Regular
user_687,1979,France,0,Regular
user_688,1979,Ireland,1,Regular
user_689,1989,Estonia,1,Regular
user_691,1996,France,1,Regular
user_692,1979,United Kingdom,1,Special
user_693,1970,United Kingdom,0,Regular
user_694,1985,Poland,1,Premium
user_695,1975,United Kingdom,1,Regular
user_696,1990,France,0,Regular
user_697,1992,United Kingdom,0,Regular
user_698,1977,United Kingdom,0,Regular
user_699,1991,Lithuania,0,Regular
user_700,1993,United Kingdom,0,Regular
user_702,1997,Denmark,1,Regular
user_703,1986,United Kingdom,1,Regular
user_704,1985,United Kingdom,0,Regular
user_705,1992,United Kingdom,0,Regular
user_706,1982,United Kingdom,0,Regular
user_707,1982,United Kingdom,0,Regular
user_708,1992,United Kingdom,1,Regular
user_709,1990,United Kingdom,1,Regular
user_710,1987,United Kingdom,1,Special
user_711,1983,United Kingdom,0,Regular
user_713,1984,Romania,1,Regular
user_716,1982,United Kingdom,1,Regular
user_717,1992,Ireland,0,Regular
user_718,1996,United Kingdom,0,Regular
user_719,1991,Denmark,1,Regular
user_720,1989,United Kingdom,1,Regular
user_722,1988,United Kingdom,0,Regular
user_723,1995,Lithuania,1,Regular
user_724,1985,Lithuania,1,Regular
user_725,1994,United Kingdom,0,Regular
user_726,1989,France,1,Regular
user_727,1991,United Kingdom,0,Regular
user_728,1996,Denmark,0,Regular
user_729,1997,France,0,Special
user_730,1995,United Kingdom,0,Regular
user_731,1995,United Kingdom,0,Regular
user_733,1991,Portugal,0,Regular
user_734,1996,France,0,Regular
user_735,1987,United Kingdom,0,Regular
user_736,1984,United Kingdom,0,Regular
user_737,1988,United Kingdom,0,Regular
user_739,1994,Lithuania,0,Regular
user_740,1986,Poland,0,Regular
user_741,1992,Portugal,0,Regular
user_742,1972,United Kingdom,1,Regular
user_743,1989,Poland,1,Regular
user_745,1986,Denmark,0,Regular
user_746,1984,United Kingdom,1,Regular
user_747,1971,Poland,0,Regular
user_748,1988,United Kingdom,0,Regular
user_750,1977,United Kingdom,0,Regular
user_751,1981,France,0,Regular
user_752,1969,United Kingdom,0,Regular
user_754,1990,Romania,1,Premium
user_755,1982,Estonia,1,Regular
user_756,1981,Estonia,1,Regular
user_757,1966,United Kingdom,1,Premium
user_758,1956,Poland,0,Regular
user_759,1993,Malta,1,Special
user_760,1993,United Kingdom,0,Regular
user_762,1989,United Kingdom,1,Premium
user_763,1963,France,0,Regular
user_764,1987,United Kingdom,0,Regular
user_765,1982,France,0,Regular
user_766,1981,Ireland,0,Regular
user_767,1990,Lithuania,1,Regular
user_768,1992,United Kingdom,0,Regular
user_769,1982,Romania,0,Regular
user_770,1976,United Kingdom,0,Regular
user_771,1991,United Kingdom,0,Regular
user_773,2000,Lithuania,1,Regular
user_774,1985,Estonia,1,Premium
user_775,1999,United Kingdom,0,Regular
user_776,1990,United Kingdom,1,Premium
user_777,1987,Poland,0,Regular
user_778,1987,United Kingdom,1,Regular
user_779,1983,Malta,0,Regular
user_780,1978,United Kingdom,0,Regular
user_781,1972,United Kingdom,0,Regular
user_782,1982,United Kingdom,1,Regular
user_783,1994,United Kingdom,0,Regular
user_784,1989,Poland,0,Regular
user_785,1994,France,0,Regular
user_787,1978,United Kingdom,1,Regular
user_788,1991,United Kingdom,0,Regular
user_789,1991,United Kingdom,0,Regular
user_790,1968,United Kingdom,0,Regular
user_792,1995,Lithuania,0,Regular
user_793,1971,United Kingdom,1,Premium
user_794,1995,France,0,Regular
user_796,1971,United Kingdom,1,Premium
user_797,1989,United Kingdom,0,Regular
user_798,1991,Malta,0,Regular
user_800,1984,United Kingdom,1,Regular
user_801,1972,United Kingdom,0,Regular
user_802,1992,United Kingdom,1,Regular
user_803,1988,Denmark,1,Regular
user_804,1987,Ireland,1,Regular
user_805,1998,France,0,Regular
user_806,1997,United Kingdom,0,Regular
user_807,1954,United Kingdom,0,Regular
user_808,1970,United Kingdom,0,Regular
user_809,1999,Ireland,0,Regular
user_812,1991,Lithuania,1,Premium
user_813,1982,Romania,1,Regular
user_814,1964,France,0,Regular
user_815,1973,United Kingdom,0,Regular
user_816,1973,Estonia,0,Regular
user_817,1971,Ireland,1,Premium
user_819,1988,United Kingdom,0,Regular
user_820,1987,United Kingdom,1,Regular
user_822,1993,United Kingdom,1,Regular
user_824,1946,France,1,Premium
user_825,1973,United Kingdom,1,Regular
user_826,1959,United Kingdom,0,Regular
user_827,1982,Lithuania,0,Regular
user_828,1970,United Kingdom,0,Regular
user_831,1995,United Kingdom,0,Regular
user_832,1992,Estonia,0,Regular
user_833,1968,United Kingdom,1,Special
user_835,1990,United Kingdom,1,Regular
user_836,1988,Lithuania,0,Regular
user_838,1968,Malta,0,Regular
user_839,1985,United Kingdom,1,Regular
user_840,1995,United Kingdom,0,Regular
user_841,1999,United Kingdom,0,Regular
user_842,1985,United Kingdom,0,Regular
user_843,1977,United Kingdom,0,Regular
user_844,1999,Ireland,0,Regular
user_846,1993,United Kingdom,0,Regular
user_847,1990,United Kingdom,0,Regular
user_848,1974,Poland,1,Regular
user_849,1964,United Kingdom,0,Regular
user_851,1995,United Kingdom,0,Regular
user_852,1983,Romania,0,Regular
user_853,1993,United Kingdom,0,Regular
user_854,1987,France,0,Regular
user_855,1992,Malta,0,Regular
user_856,1986,Denmark,0,Regular
user_857,1978,United Kingdom,0,Regular
user_858,1980,France,0,Regular
user_860,1957,United Kingdom,0,Regular
user_861,1991,United Kingdom,0,Regular
user_863,1981,Poland,1,Regular
user_864,1988,United Kingdom,0,Regular
user_865,1976,United Kingdom,1,Regular
user_866,1987,Poland,0,Regular
user_867,1973,United Kingdom,1,Regular
user_869,1979,Malta,0,Regular
user_870,1993,France,0,Regular
user_871,1987,France,1,Regular
user_872,1984,United Kingdom,0,Regular
user_873,1982,United Kingdom,0,Regular
user_874,1984,Estonia,1,Regular
user_875,1989,United Kingdom,0,Regular
user_876,1971,United Kingdom,1,Regular
user_877,1982,Romania,0,Special
user_878,1979,Estonia,0,Regular
user_881,1977,United Kingdom,0,Regular
user_882,1989,United Kingdom,1,Regular
user_883,1989,Romania,1,Regular
user_884,1987,United Kingdom,1,Regular
user_885,1997,Denmark,0,Regular
